listing_id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,availability_rate,total_days_available,occupancy_rate,total_days_booked,calendar_price_mean,calendar_price_median,calendar_price_std,calendar_price_min,calendar_price_max,calendar_date_min,calendar_date_max,calendar_days_total,calendar_price_range,calendar_price_cv,review_count_calc,review_first_date,review_last_date,review_avg_length,days_since_first_review,days_since_last_review,review_span_days,reviews_per_day,amenity_count,has_wifi,has_kitchen,has_washer,has_dryer,has_air_conditioning,has_heating,has_tv,has_parking,host_days_active,price_per_person,reviews_per_available_month,bedroom_bathroom_ratio,review_scores_rating_missing,review_scores_accuracy_missing,review_scores_cleanliness_missing,review_scores_checkin_missing,review_scores_communication_missing,review_scores_location_missing,review_scores_value_missing
175576,239585,Ray & Eileen,2010-09-19,within a few hours,1.0,1.0,1.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.63548170841016,-122.35847776162176,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95.0,595.0,,,15.0,2,15.0,3,7,1,0,0,0,153,181,2011-07-21,2015-11-25,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,0,1,3.33,0.4191780821917808,153,0.5808219178082191,212,94.80392156862744,95.0,0.9737260471306489,90.0,95.0,2016-01-04,2017-01-02,365,5.0,0.010270946929402915,181.0,2011-07-21,2015-11-25,398.21546961325964,1627.0,39.0,1588.0,0.11390811831340465,21,0,1,1,1,0,1,1,1,1933.0,47.5,2.7661742231278654,0.6666666666666666,0,0,0,0,0,0,0
4454295,4606439,Nadia,2013-01-06,within a few hours,1.0,1.0,0.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.63721407513561,-122.3600457614146,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99.0,800.0,2000.0,500.0,150.0,1,0.0,3,1125,1,21,21,21,229,8,2015-05-06,2015-12-16,97.0,10.0,10.0,9.0,10.0,10.0,9.0,0,strict,0,0,1,0.98,0.6273972602739726,229,0.3726027397260274,136,97.19650655021834,99.0,5.989814895230381,69.0,99.0,2016-01-04,2017-01-02,365,30.0,0.061625824917232334,8.0,2015-05-06,2015-12-16,465.125,242.0,18.0,224.0,0.035555555555555556,12,0,1,0,0,0,1,1,1,1093.0,49.5,0.213713268032057,0.6666666666666666,0,0,0,0,0,0,0
3883392,19932967,Pat & Roberta,2014-08-13,within an hour,1.0,1.0,1.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.63554551151239,-122.37317075183506,1,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",245.0,1575.0,5800.0,300.0,95.0,1,0.0,3,14,1,30,60,90,362,13,2014-11-09,2015-10-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0.92,0.9917808219178083,362,0.00821917808219178,3,241.13259668508286,245.0,13.375633711045877,195.0,245.0,2016-01-04,2017-01-02,365,50.0,0.05547003555273924,13.0,2014-11-09,2015-10-02,403.61538461538464,420.0,93.0,327.0,0.039634146341463415,17,0,1,1,1,0,1,1,1,509.0,61.25,0.7235621521335808,1.3333333333333333,0,0,0,0,0,0,0
8889257,25899989,Ellie,2015-01-10,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.62950680923431,-122.3676292967417,1,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",165.0,,5000.0,400.0,85.0,4,20.0,2,1125,1,13,40,63,337,3,2015-12-16,2016-01-02,100.0,10.0,10.0,9.0,9.0,10.0,10.0,0,strict,0,0,1,3.0,0.9232876712328767,337,0.07671232876712329,28,197.0,185.0,50.765860763387174,98.0,250.0,2016-01-04,2017-01-02,365,152.0,0.2576947246872445,3.0,2015-12-16,2016-01-02,486.6666666666667,18.0,1.0,17.0,0.16666666666666666,16,0,1,1,1,0,1,1,0,359.0,33.0,0.23136246786632392,1.3333333333333333,0,0,0,0,0,0,0
5680462,22372266,Sarah,2014-10-10,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.63920265551509,-122.36586274154313,1,House,Entire home/apt,16,3.5,6.0,15.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",461.0,,,1500.0,300.0,8,50.0,3,29,1,19,40,65,327,18,2015-06-15,2015-11-15,98.0,9.0,10.0,10.0,10.0,10.0,10.0,1,strict,0,0,1,2.65,0.8958904109589041,327,0.10410958904109589,38,668.131498470948,649.0,123.51480060297669,399.0,800.0,2016-01-04,2017-01-02,365,401.0,0.18486600450008184,18.0,2015-06-15,2015-11-15,346.6666666666667,202.0,49.0,153.0,0.11688311688311688,19,0,1,1,1,0,1,1,1,451.0,28.8125,1.1226611226611227,1.5,0,0,0,0,0,0,0
8988178,2983711,Paige,2012-07-18,within a few hours,1.0,1.0,0.0,1.0,1.0,1.0,0.0,West Queen Anne,Queen Anne,47.63564979343857,-122.37289282480928,0,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",109.0,,,,89.0,1,0.0,3,15,1,30,60,69,69,1,2015-11-25,2015-11-25,80.0,8.0,10.0,8.0,8.0,8.0,8.0,0,strict,0,0,1,0.73,0.18904109589041096,69,0.810958904109589,296,109.0,109.0,0.0,109.0,109.0,2016-01-04,2017-01-02,365,0.0,0.0,1.0,2015-11-25,2015-11-25,788.0,39.0,39.0,0.0,1.0,13,0,1,1,1,0,1,1,1,1265.0,21.8,0.02316602316602317,1.3333333333333333,0,0,0,0,0,0,0
3245876,9465817,Libby,2013-10-16,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.62620037381708,-122.36660192617585,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",66.0,,,100.0,35.0,1,25.0,1,10,1,29,59,89,364,84,2014-06-30,2016-01-02,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate,0,0,1,4.55,0.9972602739726028,364,0.0027397260273972603,1,67.18681318681318,66.0,11.669613563667642,48.0,95.0,2016-01-04,2017-01-02,365,47.0,0.17368904715305128,84.0,2014-06-30,2016-01-02,450.01190476190476,552.0,1.0,551.0,0.15217391304347827,14,0,0,1,1,0,1,0,0,810.0,33.0,3.0,0.6666666666666666,0,0,0,0,0,0,0
4933447,25417834,Markus And Melissa,2014-12-31,within an hour,1.0,1.0,1.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.64064587578452,-122.37240588895553,1,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99.0,,,100.0,15.0,1,0.0,2,14,1,29,52,82,171,45,2015-03-16,2015-11-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,4.58,0.4684931506849315,171,0.5315068493150685,194,98.64912280701755,99.0,1.8454193982447398,89.0,99.0,2016-01-04,2017-01-02,365,10.0,0.01870690124487821,45.0,2015-03-16,2015-11-06,433.73333333333335,293.0,58.0,235.0,0.1906779661016949,8,0,0,0,0,0,1,0,1,369.0,49.5,3.3834586466165413,0.6666666666666666,0,0,0,0,0,0,0
7735464,6170760,Sam,2013-04-30,,,,0.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.63977587341084,-122.37223535879995,1,Apartment,Private room,2,2.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",200.0,,,,,1,0.0,1,1125,1,0,0,0,125,0,,,,,,,,,,0,flexible,0,0,1,,0.3424657534246575,125,0.6575342465753424,240,200.0,200.0,0.0,200.0,200.0,2016-01-04,2017-01-02,365,0.0,0.0,,,,,,,,,20,0,1,1,1,0,1,1,1,979.0,100.0,0.0,0.4,1,1,1,1,1,1,1
6291829,32713558,Kary,2015-05-05,,,,0.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.63602477658138,-122.35869359564737,1,House,Entire home/apt,10,3.5,5.0,5.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",700.0,4100.0,,500.0,250.0,1,0.0,3,30,1,24,54,84,359,5,2015-07-07,2015-08-10,85.0,10.0,9.0,9.0,9.0,8.0,8.0,0,flexible,0,0,1,0.82,0.9835616438356164,359,0.01643835616438356,6,700.0,700.0,0.0,700.0,700.0,2016-01-04,2017-01-02,365,0.0,0.0,5.0,2015-07-07,2015-08-10,231.4,180.0,146.0,34.0,0.14285714285714285,19,0,1,1,1,0,1,1,1,244.0,70.0,0.5474452554744526,1.25,0,0,0,0,0,0,0
9218403,14100483,Annie,2014-04-09,within a few hours,1.0,1.0,0.0,1.0,1.0,1.0,1.0,West Queen Anne,Queen Anne,47.62794033813239,-122.36495872243864,0,Condominium,Entire home/apt,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",110.0,750.0,2500.0,,,1,0.0,1,1125,1,29,55,85,360,1,2016-01-03,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1.0,0.9863013698630136,360,0.0136986301369863,5,110.0,110.0,0.0,110.0,110.0,2016-01-04,2017-01-02,365,0.0,0.0,1.0,2016-01-03,2016-01-03,266.0,0.0,0.0,0.0,1.0,11,0,1,0,0,0,1,0,1,635.0,110.0,0.045112781954887216,0.6666666666666666,0,0,0,0,0,0,0
4125779,21401856,Nick,2014-09-16,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,0.0,West Queen Anne,Queen Anne,47.636374262238846,-122.36103343324052,1,House,Private room,3,1.5,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",99.0,568.0,2029.0,,15.0,1,10.0,1,1125,1,30,60,90,365,11,2014-09-27,2015-10-18,84.0,9.0,9.0,9.0,9.0,10.0,8.0,0,moderate,0,0,1,0.71,1.0,365,0.0,0,104.6986301369863,99.0,9.04002840166641,99.0,119.0,2016-01-04,2017-01-02,365,20.0,0.086343330278902,11.0,2014-09-27,2015-10-18,201.8181818181818,463.0,77.0,386.0,0.028423772609819122,12,0,0,0,1,0,1,1,1,475.0,33.0,0.6534653465346534,0.5,0,0,0,0,0,0,0
8942678,46675077,Susanna,2015-10-16,within a day,1.0,1.0,0.0,1.0,1.0,1.0,0.0,West Queen Anne,Queen Anne,47.63563222417987,-122.35888090262146,1,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",450.0,3000.0,,,,1,0.0,4,1125,1,0,0,0,53,1,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,0.86,0.14520547945205478,53,0.8547945205479452,312,450.0,450.0,0.0,450.0,450.0,2016-01-04,2017-01-02,365,0.0,0.0,1.0,2015-12-01,2015-12-01,923.0,33.0,33.0,0.0,1.0,13,0,1,1,1,0,1,1,1,80.0,56.25,0.27272727272727276,1.6,0,0,0,0,0,0,0
10106055,51860756,Maggie & Alex,2015-12-20,,,,0.0,1.0,1.0,1.0,0.0,West Queen Anne,Queen Anne,47.63339395777785,-122.37191994372272,1,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",75.0,350.0,,,,1,0.0,1,1125,1,30,60,90,365,0,,,,,,,,,,0,flexible,0,0,1,,1.0,365,0.0,0,75.0,75.0,0.0,75.0,75.0,2016-01-04,2017-01-02,365,0.0,0.0,,,,,,,,,20,0,0,1,1,1,1,0,1,15.0,37.5,0.0,0.6666666666666666,1,1,1,1,1,1,1
6362362,33147763,Tracy,2015-05-11,,,,0.0,1.0,1.0,1.0,0.0,West Queen Anne,Queen Anne,47.63851671212965,-122.36958103291498,1,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",600.0,,,500.0,150.0,1,0.0,3,1125,1,0,0,0,212,1,2015-07-20,2015-07-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0.18,0.5808219178082191,212,0.4191780821917808,153,600.0,600.0,0.0,600.0,600.0,2016-01-04,2017-01-02,365,0.0,0.0,1.0,2015-07-20,2015-07-20,355.0,167.0,167.0,0.0,1.0,12,0,1,1,1,0,1,1,1,238.0,120.0,0.11194029850746269,1.0,0,0,0,0,0,0,0
